Flip Percentage,Group,Metric,Before Mean,Before SE,After Mean,After SE
0.0,Male,Accuracy,0.80759,0.006216831097021127,0.8280099999999999,0.004329240374733446
5.0,Male,Accuracy,0.8054799999999999,0.004802263355266281,0.82753,0.004342785844235112
10.0,Male,Accuracy,0.8101700000000001,0.002407490625342308,0.83005,0.008226275652511961
15.0,Male,Accuracy,0.8127500000000001,0.004622126735124815,0.83947,0.004454162846895782
20.0,Male,Accuracy,0.80905,0.005121723885134333,0.8419400000000001,0.004192432335636306
25.0,Male,Accuracy,0.81422,0.004817970988335692,0.83999,0.004387316314610164
30.0,Male,Accuracy,0.82209,0.003722169319690398,0.8385100000000001,0.003918090521329662
35.0,Male,Accuracy,0.8232099999999999,0.002678326591984873,0.83611,0.005958270629040685
40.0,Male,Accuracy,0.82202,0.002265725294714937,0.8325699999999999,0.005456536345419951
45.0,Male,Accuracy,0.82126,0.0028416427173966387,0.8248900000000001,0.005542411228176974
50.0,Male,Accuracy,0.83141,0.00385072720404861,0.81653,0.009689353263591263
55.00000000000001,Male,Accuracy,0.82922,0.002893893954902667,0.81213,0.007204058269861198
60.0,Male,Accuracy,0.8360099999999999,0.00312155410012385,0.8004000000000001,0.006029999078680599
65.0,Male,Accuracy,0.8325399999999998,0.003286916826179545,0.8015699999999999,0.004259057016132406
70.0,Male,Accuracy,0.83269,0.0029293324988619684,0.8063,0.004397726685459201
0.0,Male,Selection rate,0.23045,0.008191503050247998,0.18691,0.007859551160495389
5.0,Male,Selection rate,0.23121,0.007163230959404964,0.1859,0.011798050686448165
10.0,Male,Selection rate,0.21911,0.007452135413572555,0.18356,0.015118033381803776
15.0,Male,Selection rate,0.21798,0.007483029689459566,0.15435000000000004,0.007706984566684372
20.0,Male,Selection rate,0.21658,0.007701310133852407,0.14157,0.005462255333956234
25.0,Male,Selection rate,0.20778,0.0063464215638946225,0.1374,0.008515619635574252
30.0,Male,Selection rate,0.19255,0.008383624912093018,0.13715000000000002,0.0070723129958388505
35.0,Male,Selection rate,0.18905,0.00583809805406597,0.15184999999999998,0.016578649254722504
40.0,Male,Selection rate,0.18507,0.0076855571619036745,0.15123999999999999,0.013640676099242459
45.0,Male,Selection rate,0.18503,0.00614710500967732,0.17095,0.014718086001771952
50.0,Male,Selection rate,0.17643999999999999,0.008042639146725683,0.20237,0.0197340881049349
55.00000000000001,Male,Selection rate,0.17121,0.0067023122046715265,0.21073999999999998,0.014255620334138781
60.0,Male,Selection rate,0.16015000000000001,0.006193567451620897,0.22589,0.014414972540151902
65.0,Male,Selection rate,0.15616000000000002,0.005432887507271493,0.23092000000000001,0.008108250941684856
70.0,Male,Selection rate,0.15893,0.006221308365430681,0.22478000000000004,0.007652636437492926
0.0,Male,TPR,0.60117,0.014640272083081874,0.54051,0.013869001806586914
5.0,Male,TPR,0.5985600000000001,0.010664053846659083,0.5363200000000001,0.025808796088844507
10.0,Male,TPR,0.5785699999999999,0.01795592164780806,0.53672,0.023907194640014867
15.0,Male,TPR,0.58152,0.020975540252610628,0.4856,0.018833840701130384
