Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0023,0.0521,0.2152
5.0,0.0826,0.0915,0.2124
10.0,0.0544,0.0119,0.3156
15.0,0.1217,0.1199,0.1898
20.0,0.1457,0.113,0.3177
25.0,0.2067,0.2004,0.3218
30.0,0.2421,0.2504,0.3819
35.0,0.2301,0.2407,0.4911
40.0,0.2598,0.2997,0.5701
45.0,0.3293,0.3457,0.5879
50.0,0.3035,0.3935,0.6981
55.00000000000001,0.33,0.4406,0.8809
60.0,0.4136,0.5027,0.9144
65.0,0.4467,0.5129,1.0023
70.0,0.5033,0.6455,1.0628
