Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0339,0.1,0.1748
5.0,0.0339,0.0662,0.1149
10.0,0.0339,0.1172,0.1197
15.0,0.0339,0.137,0.1137
20.0,0.0339,0.1757,0.1467
25.0,0.0339,0.1959,0.1983
30.0,0.0339,0.208,0.2446
35.0,0.0339,0.2535,0.2987
40.0,0.0339,0.2902,0.3473
45.0,0.0339,0.2944,0.429
50.0,0.0339,0.2898,0.4999
55.00000000000001,0.0339,0.2943,0.5869
60.0,0.0339,0.3329,0.6464
65.0,0.0339,0.3275,0.7636
70.0,0.0339,0.3176,0.8807
