Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0307,0.081,0.1536
5.0,0.078,0.1016,0.1325
10.0,0.1558,0.2821,0.2609
15.0,0.2198,0.2604,0.1958
20.0,0.292,0.3571,0.3278
25.0,0.3532,0.4654,0.3482
30.0,0.4505,0.6476,0.3829
35.0,0.4866,0.713,0.3496
40.0,0.58,0.9075,0.3543
45.0,0.592,0.9133,0.4436
50.0,0.6322,0.9992,0.4975
55.00000000000001,0.7093,1.1785,0.5594
60.0,0.7729,1.2814,0.5223
65.0,0.8175,1.4242,0.8726
70.0,0.8135,1.393,0.8087
