Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0223,0.083,0.0619
5.0,0.0414,0.0634,0.0694
10.0,0.1152,0.1785,0.2009
15.0,0.1457,0.2645,0.2456
20.0,0.1648,0.3232,0.281
25.0,0.2147,0.3753,0.3137
30.0,0.3005,0.3484,0.3287
35.0,0.3509,0.4222,0.4159
40.0,0.4435,0.6048,0.3839
45.0,0.4937,0.688,0.4103
50.0,0.5594,0.8258,0.4356
55.00000000000001,0.5787,0.8557,0.5196
60.0,0.6213,0.9314,0.5617
65.0,0.722,1.142,0.5867
70.0,0.7491,1.2187,0.8327
