Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0152,0.0247,0.035
5.0,0.0152,0.0805,0.0757
10.0,0.0152,0.141,0.1163
15.0,0.0152,0.1937,0.1658
20.0,0.0152,0.2157,0.1929
25.0,0.0152,0.2368,0.2244
30.0,0.0152,0.2717,0.2784
35.0,0.0152,0.2988,0.3731
40.0,0.0152,0.3115,0.4497
45.0,0.0152,0.3311,0.4902
50.0,0.0152,0.3385,0.5622
55.00000000000001,0.0152,0.3549,0.5983
60.0,0.0152,0.3589,0.6659
65.0,0.0152,0.3688,0.747
70.0,0.0152,0.3723,0.8775
