Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0091,0.082,0.048
5.0,0.0091,0.082,0.048
10.0,0.0091,0.082,0.048
15.0,0.0091,0.082,0.048
20.0,0.0091,0.082,0.048
25.0,0.0091,0.082,0.048
30.0,0.0091,0.082,0.048
35.0,0.0091,0.082,0.048
40.0,0.0091,0.082,0.048
45.0,0.0091,0.082,0.048
50.0,0.0091,0.082,0.048
55.00000000000001,0.0091,0.082,0.048
60.0,0.0091,0.082,0.048
65.0,0.0091,0.082,0.048
70.0,0.0091,0.082,0.048
