Flip Percentage,Independence (M_ind),Separation (M_sep),Sufficiency (M_suff)
0.0,0.0307,0.081,0.1536
5.0,0.078,0.1629,0.1795
10.0,0.1558,0.2823,0.2333
15.0,0.2198,0.3944,0.2747
20.0,0.292,0.5101,0.3034
25.0,0.3532,0.5829,0.316
30.0,0.4505,0.7822,0.3577
35.0,0.4866,0.8047,0.3721
40.0,0.58,0.9724,0.3744
45.0,0.592,0.9929,0.4117
50.0,0.6322,1.0765,0.4262
55.00000000000001,0.7093,1.2184,0.3956
60.0,0.7729,1.3367,0.5063
65.0,0.8175,1.3774,0.6703
70.0,0.8135,1.3788,0.5421
